id,mainCategory,topic,type,level,term,ipa,partOfSpeech,vietnameseMeaning,englishDefinition,synonyms,collocations,exampleSentence,interviewSentence,speakingPrompt,commonMistake,pronunciationFocus,tags,status
TOE-10-010,TOEIC Core,Promotions,Word,Basic,promote,,noun,nghĩa tiếng Việt của 'promote' trong chủ đề Promotions,A TOEIC workplace term commonly used in promotions contexts.,,promote document; promote process; promote requirement,The company reviewed the promote before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'promote' in a short answer about promotions.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, promotions",New
TOE-10-011,TOEIC Core,Promotions,Word,Basic,recognition,,noun,nghĩa tiếng Việt của 'recognition' trong chủ đề Promotions,A TOEIC workplace term commonly used in promotions contexts.,,recognition document; recognition process; recognition requirement,The company reviewed the recognition before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'recognition' in a short answer about promotions.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, promotions",New
TOE-10-012,TOEIC Core,Promotions,Word,Basic,value,,noun,nghĩa tiếng Việt của 'value' trong chủ đề Promotions,A TOEIC workplace term commonly used in promotions contexts.,,value document; value process; value requirement,The company reviewed the value before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'value' in a short answer about promotions.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, promotions",New
TOE-8-001,TOEIC Core,Shopping,Word,Basic,bargain,,noun,nghĩa tiếng Việt của 'bargain' trong chủ đề Shopping,A TOEIC workplace term commonly used in shopping contexts.,,bargain document; bargain process; bargain requirement,The company reviewed the bargain before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'bargain' in a short answer about shopping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shopping",New
TOE-8-002,TOEIC Core,Shopping,Word,Basic,bear,,noun,nghĩa tiếng Việt của 'bear' trong chủ đề Shopping,A TOEIC workplace term commonly used in shopping contexts.,,bear document; bear process; bear requirement,The company reviewed the bear before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'bear' in a short answer about shopping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shopping",New
TOE-8-003,TOEIC Core,Shopping,Word,Basic,behavior,,noun,nghĩa tiếng Việt của 'behavior' trong chủ đề Shopping,A TOEIC workplace term commonly used in shopping contexts.,,behavior document; behavior process; behavior requirement,The company reviewed the behavior before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'behavior' in a short answer about shopping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shopping",New
TOE-8-004,TOEIC Core,Shopping,Word,Basic,checkout,,noun,nghĩa tiếng Việt của 'checkout' trong chủ đề Shopping,A TOEIC workplace term commonly used in shopping contexts.,,checkout document; checkout process; checkout requirement,The company reviewed the checkout before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'checkout' in a short answer about shopping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shopping",New
TOE-8-005,TOEIC Core,Shopping,Word,Basic,comfort,,noun,nghĩa tiếng Việt của 'comfort' trong chủ đề Shopping,A TOEIC workplace term commonly used in shopping contexts.,,comfort document; comfort process; comfort requirement,The company reviewed the comfort before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'comfort' in a short answer about shopping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shopping",New
TOE-8-006,TOEIC Core,Shopping,Word,Basic,expand,,noun,nghĩa tiếng Việt của 'expand' trong chủ đề Shopping,A TOEIC workplace term commonly used in shopping contexts.,,expand document; expand process; expand requirement,The company reviewed the expand before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'expand' in a short answer about shopping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shopping",New
TOE-8-007,TOEIC Core,Shopping,Word,Basic,explore,,noun,nghĩa tiếng Việt của 'explore' trong chủ đề Shopping,A TOEIC workplace term commonly used in shopping contexts.,,explore document; explore process; explore requirement,The company reviewed the explore before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'explore' in a short answer about shopping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shopping",New
TOE-8-008,TOEIC Core,Shopping,Word,Basic,item,,noun,nghĩa tiếng Việt của 'item' trong chủ đề Shopping,A TOEIC workplace term commonly used in shopping contexts.,,item document; item process; item requirement,The company reviewed the item before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'item' in a short answer about shopping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shopping",New
TOE-8-009,TOEIC Core,Shopping,Word,Basic,mandatory,,noun,nghĩa tiếng Việt của 'mandatory' trong chủ đề Shopping,A TOEIC workplace term commonly used in shopping contexts.,,mandatory document; mandatory process; mandatory requirement,The company reviewed the mandatory before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'mandatory' in a short answer about shopping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shopping",New
TOE-8-010,TOEIC Core,Shopping,Word,Basic,merchandise,,noun,nghĩa tiếng Việt của 'merchandise' trong chủ đề Shopping,A TOEIC workplace term commonly used in shopping contexts.,,merchandise document; merchandise process; merchandise requirement,The company reviewed the merchandise before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'merchandise' in a short answer about shopping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shopping",New
TOE-8-011,TOEIC Core,Shopping,Word,Basic,strictly,,adverb,nghĩa tiếng Việt của 'strictly' trong chủ đề Shopping,A TOEIC workplace term commonly used in shopping contexts.,,strictly document; strictly process; strictly requirement,The company reviewed the strictly before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'strictly' in a short answer about shopping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shopping",New
TOE-8-012,TOEIC Core,Shopping,Word,Basic,trend,,noun,nghĩa tiếng Việt của 'trend' trong chủ đề Shopping,A TOEIC workplace term commonly used in shopping contexts.,,trend document; trend process; trend requirement,The company reviewed the trend before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'trend' in a short answer about shopping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shopping",New
TOE-17-001,TOEIC Core,Ordering Supplies,Word,Basic,diversely,,adverb,nghĩa tiếng Việt của 'diversely' trong chủ đề Ordering Supplies,A TOEIC workplace term commonly used in ordering supplies contexts.,,diversely document; diversely process; diversely requirement,The company reviewed the diversely before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'diversely' in a short answer about ordering supplies.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, ordering-supplies",New
TOE-17-002,TOEIC Core,Ordering Supplies,Word,Basic,enterprise,,noun,nghĩa tiếng Việt của 'enterprise' trong chủ đề Ordering Supplies,A TOEIC workplace term commonly used in ordering supplies contexts.,,enterprise document; enterprise process; enterprise requirement,The company reviewed the enterprise before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'enterprise' in a short answer about ordering supplies.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, ordering-supplies",New
TOE-17-003,TOEIC Core,Ordering Supplies,Word,Basic,essential,,noun,nghĩa tiếng Việt của 'essential' trong chủ đề Ordering Supplies,A TOEIC workplace term commonly used in ordering supplies contexts.,,essential document; essential process; essential requirement,The company reviewed the essential before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'essential' in a short answer about ordering supplies.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, ordering-supplies",New
TOE-17-004,TOEIC Core,Ordering Supplies,Word,Basic,function,,noun,nghĩa tiếng Việt của 'function' trong chủ đề Ordering Supplies,A TOEIC workplace term commonly used in ordering supplies contexts.,,function document; function process; function requirement,The company reviewed the function before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'function' in a short answer about ordering supplies.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, ordering-supplies",New
TOE-17-005,TOEIC Core,Ordering Supplies,Word,Basic,maintain,,noun,nghĩa tiếng Việt của 'maintain' trong chủ đề Ordering Supplies,A TOEIC workplace term commonly used in ordering supplies contexts.,,maintain document; maintain process; maintain requirement,The company reviewed the maintain before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'maintain' in a short answer about ordering supplies.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, ordering-supplies",New
TOE-17-006,TOEIC Core,Ordering Supplies,Word,Basic,obtain,,noun,nghĩa tiếng Việt của 'obtain' trong chủ đề Ordering Supplies,A TOEIC workplace term commonly used in ordering supplies contexts.,,obtain document; obtain process; obtain requirement,The company reviewed the obtain before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'obtain' in a short answer about ordering supplies.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, ordering-supplies",New
TOE-17-007,TOEIC Core,Ordering Supplies,Word,Basic,prerequisite,,noun,nghĩa tiếng Việt của 'prerequisite' trong chủ đề Ordering Supplies,A TOEIC workplace term commonly used in ordering supplies contexts.,,prerequisite document; prerequisite process; prerequisite requirement,The company reviewed the prerequisite before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'prerequisite' in a short answer about ordering supplies.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, ordering-supplies",New
TOE-17-008,TOEIC Core,Ordering Supplies,Word,Basic,quality,,noun,nghĩa tiếng Việt của 'quality' trong chủ đề Ordering Supplies,A TOEIC workplace term commonly used in ordering supplies contexts.,,quality document; quality process; quality requirement,The company reviewed the quality before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'quality' in a short answer about ordering supplies.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, ordering-supplies",New
TOE-17-009,TOEIC Core,Ordering Supplies,Word,Basic,recycle,,noun,nghĩa tiếng Việt của 'recycle' trong chủ đề Ordering Supplies,A TOEIC workplace term commonly used in ordering supplies contexts.,,recycle document; recycle process; recycle requirement,The company reviewed the recycle before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'recycle' in a short answer about ordering supplies.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, ordering-supplies",New
TOE-17-010,TOEIC Core,Ordering Supplies,Word,Basic,smoothly,,adverb,nghĩa tiếng Việt của 'smoothly' trong chủ đề Ordering Supplies,A TOEIC workplace term commonly used in ordering supplies contexts.,,smoothly document; smoothly process; smoothly requirement,The company reviewed the smoothly before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'smoothly' in a short answer about ordering supplies.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, ordering-supplies",New
TOE-17-011,TOEIC Core,Ordering Supplies,Word,Basic,source,,noun,nghĩa tiếng Việt của 'source' trong chủ đề Ordering Supplies,A TOEIC workplace term commonly used in ordering supplies contexts.,,source document; source process; source requirement,The company reviewed the source before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'source' in a short answer about ordering supplies.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, ordering-supplies",New
TOE-17-012,TOEIC Core,Ordering Supplies,Word,Basic,stationery,,noun,nghĩa tiếng Việt của 'stationery' trong chủ đề Ordering Supplies,A TOEIC workplace term commonly used in ordering supplies contexts.,,stationery document; stationery process; stationery requirement,The company reviewed the stationery before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'stationery' in a short answer about ordering supplies.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, ordering-supplies",New
TOE-8-001,TOEIC Core,Shipping,Word,Basic,accurately,,adverb,nghĩa tiếng Việt của 'accurately' trong chủ đề Shipping,A TOEIC workplace term commonly used in shipping contexts.,,accurately document; accurately process; accurately requirement,The company reviewed the accurately before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'accurately' in a short answer about shipping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shipping",New
TOE-8-002,TOEIC Core,Shipping,Word,Basic,carrier,,noun,nghĩa tiếng Việt của 'carrier' trong chủ đề Shipping,A TOEIC workplace term commonly used in shipping contexts.,,carrier document; carrier process; carrier requirement,The company reviewed the carrier before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'carrier' in a short answer about shipping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shipping",New
TOE-8-003,TOEIC Core,Shipping,Word,Basic,catalog,,noun,nghĩa tiếng Việt của 'catalog' trong chủ đề Shipping,A TOEIC workplace term commonly used in shipping contexts.,,catalog document; catalog process; catalog requirement,The company reviewed the catalog before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'catalog' in a short answer about shipping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shipping",New
TOE-8-004,TOEIC Core,Shipping,Word,Basic,fulfill,,noun,nghĩa tiếng Việt của 'fulfill' trong chủ đề Shipping,A TOEIC workplace term commonly used in shipping contexts.,,fulfill document; fulfill process; fulfill requirement,The company reviewed the fulfill before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'fulfill' in a short answer about shipping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shipping",New
TOE-8-005,TOEIC Core,Shipping,Word,Basic,integral,,noun,nghĩa tiếng Việt của 'integral' trong chủ đề Shipping,A TOEIC workplace term commonly used in shipping contexts.,,integral document; integral process; integral requirement,The company reviewed the integral before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'integral' in a short answer about shipping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shipping",New
TOE-8-006,TOEIC Core,Shipping,Word,Basic,inventory,,noun,hàng tồn kho,A TOEIC workplace term commonly used in shipping contexts.,,inventory document; inventory process; inventory requirement,The company reviewed the inventory before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'inventory' in a short answer about shipping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shipping",New
TOE-8-007,TOEIC Core,Shipping,Word,Basic,minimize,,noun,nghĩa tiếng Việt của 'minimize' trong chủ đề Shipping,A TOEIC workplace term commonly used in shipping contexts.,,minimize document; minimize process; minimize requirement,The company reviewed the minimize before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'minimize' in a short answer about shipping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shipping",New
TOE-8-008,TOEIC Core,Shipping,Phrase,Basic,on hand,,phrase,nghĩa tiếng Việt của 'on hand' trong chủ đề Shipping,A TOEIC workplace term commonly used in shipping contexts.,,on hand document; on hand process; on hand requirement,The company reviewed the on hand before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'on hand' in a short answer about shipping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shipping",New
TOE-8-009,TOEIC Core,Shipping,Word,Basic,remember,,noun,nghĩa tiếng Việt của 'remember' trong chủ đề Shipping,A TOEIC workplace term commonly used in shipping contexts.,,remember document; remember process; remember requirement,The company reviewed the remember before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'remember' in a short answer about shipping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shipping",New
TOE-8-010,TOEIC Core,Shipping,Word,Basic,ship,,verb,nghĩa tiếng Việt của 'ship' trong chủ đề Shipping,A TOEIC workplace term commonly used in shipping contexts.,,ship a request; ship the information; ship a document,The manager asked us to ship the information by Friday.,This word is useful for TOEIC Reading and workplace communication.,Use 'ship' in a short answer about shipping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shipping",New
TOE-8-011,TOEIC Core,Shipping,Word,Basic,sufficiently,,adverb,nghĩa tiếng Việt của 'sufficiently' trong chủ đề Shipping,A TOEIC workplace term commonly used in shipping contexts.,,sufficiently document; sufficiently process; sufficiently requirement,The company reviewed the sufficiently before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'sufficiently' in a short answer about shipping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shipping",New
TOE-8-012,TOEIC Core,Shipping,Word,Basic,supply,,adverb,nghĩa tiếng Việt của 'supply' trong chủ đề Shipping,A TOEIC workplace term commonly used in shipping contexts.,,supply document; supply process; supply requirement,The company reviewed the supply before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'supply' in a short answer about shipping.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, shipping",New
TOE-8-001,TOEIC Core,Invoices,Word,Basic,charge,,noun,nghĩa tiếng Việt của 'charge' trong chủ đề Invoices,A TOEIC workplace term commonly used in invoices contexts.,,charge document; charge process; charge requirement,The company reviewed the charge before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'charge' in a short answer about invoices.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, invoices",New
TOE-8-002,TOEIC Core,Invoices,Word,Basic,compile,,noun,nghĩa tiếng Việt của 'compile' trong chủ đề Invoices,A TOEIC workplace term commonly used in invoices contexts.,,compile document; compile process; compile requirement,The company reviewed the compile before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'compile' in a short answer about invoices.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, invoices",New
TOE-8-003,TOEIC Core,Invoices,Word,Basic,customer,,noun,nghĩa tiếng Việt của 'customer' trong chủ đề Invoices,A TOEIC workplace term commonly used in invoices contexts.,,customer document; customer process; customer requirement,The company reviewed the customer before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'customer' in a short answer about invoices.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, invoices",New
TOE-8-004,TOEIC Core,Invoices,Word,Basic,discount,,noun,nghĩa tiếng Việt của 'discount' trong chủ đề Invoices,A TOEIC workplace term commonly used in invoices contexts.,,discount document; discount process; discount requirement,The company reviewed the discount before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'discount' in a short answer about invoices.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, invoices",New
TOE-8-005,TOEIC Core,Invoices,Word,Basic,efficient,,noun,nghĩa tiếng Việt của 'efficient' trong chủ đề Invoices,A TOEIC workplace term commonly used in invoices contexts.,,efficient document; efficient process; efficient requirement,The company reviewed the efficient before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'efficient' in a short answer about invoices.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, invoices",New
TOE-8-006,TOEIC Core,Invoices,Word,Basic,estimate,,noun,nghĩa tiếng Việt của 'estimate' trong chủ đề Invoices,A TOEIC workplace term commonly used in invoices contexts.,,estimate document; estimate process; estimate requirement,The company reviewed the estimate before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'estimate' in a short answer about invoices.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, invoices",New
TOE-8-007,TOEIC Core,Invoices,Word,Basic,impose,,noun,nghĩa tiếng Việt của 'impose' trong chủ đề Invoices,A TOEIC workplace term commonly used in invoices contexts.,,impose document; impose process; impose requirement,The company reviewed the impose before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'impose' in a short answer about invoices.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, invoices",New
TOE-8-008,TOEIC Core,Invoices,Word,Basic,mistake,,noun,nghĩa tiếng Việt của 'mistake' trong chủ đề Invoices,A TOEIC workplace term commonly used in invoices contexts.,,mistake document; mistake process; mistake requirement,The company reviewed the mistake before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'mistake' in a short answer about invoices.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, invoices",New
TOE-8-009,TOEIC Core,Invoices,Word,Basic,order,,noun,nghĩa tiếng Việt của 'order' trong chủ đề Invoices,A TOEIC workplace term commonly used in invoices contexts.,,order document; order process; order requirement,The company reviewed the order before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'order' in a short answer about invoices.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, invoices",New
TOE-8-010,TOEIC Core,Invoices,Word,Basic,promptly,,adverb,nghĩa tiếng Việt của 'promptly' trong chủ đề Invoices,A TOEIC workplace term commonly used in invoices contexts.,,promptly document; promptly process; promptly requirement,The company reviewed the promptly before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'promptly' in a short answer about invoices.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, invoices",New
TOE-8-011,TOEIC Core,Invoices,Word,Basic,rectify,,noun,nghĩa tiếng Việt của 'rectify' trong chủ đề Invoices,A TOEIC workplace term commonly used in invoices contexts.,,rectify document; rectify process; rectify requirement,The company reviewed the rectify before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'rectify' in a short answer about invoices.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, invoices",New
TOE-8-012,TOEIC Core,Invoices,Word,Basic,terms,,noun,nghĩa tiếng Việt của 'terms' trong chủ đề Invoices,A TOEIC workplace term commonly used in invoices contexts.,,terms document; terms process; terms requirement,The company reviewed the terms before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'terms' in a short answer about invoices.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, invoices",New
TOE-9-001,TOEIC Core,Inventory,Word,Basic,adjustment,,noun,nghĩa tiếng Việt của 'adjustment' trong chủ đề Inventory,A TOEIC workplace term commonly used in inventory contexts.,,adjustment document; adjustment process; adjustment requirement,The company reviewed the adjustment before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'adjustment' in a short answer about inventory.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, inventory",New
TOE-9-002,TOEIC Core,Inventory,Word,Basic,automatically,,adverb,nghĩa tiếng Việt của 'automatically' trong chủ đề Inventory,A TOEIC workplace term commonly used in inventory contexts.,,automatically document; automatically process; automatically requirement,The company reviewed the automatically before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'automatically' in a short answer about inventory.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, inventory",New
TOE-9-003,TOEIC Core,Inventory,Word,Basic,crucial,,noun,nghĩa tiếng Việt của 'crucial' trong chủ đề Inventory,A TOEIC workplace term commonly used in inventory contexts.,,crucial document; crucial process; crucial requirement,The company reviewed the crucial before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'crucial' in a short answer about inventory.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, inventory",New
TOE-9-004,TOEIC Core,Inventory,Word,Basic,discrepancy,,noun,nghĩa tiếng Việt của 'discrepancy' trong chủ đề Inventory,A TOEIC workplace term commonly used in inventory contexts.,,discrepancy document; discrepancy process; discrepancy requirement,The company reviewed the discrepancy before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'discrepancy' in a short answer about inventory.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, inventory",New
TOE-9-005,TOEIC Core,Inventory,Word,Basic,disturbance,,noun,nghĩa tiếng Việt của 'disturbance' trong chủ đề Inventory,A TOEIC workplace term commonly used in inventory contexts.,,disturbance document; disturbance process; disturbance requirement,The company reviewed the disturbance before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'disturbance' in a short answer about inventory.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, inventory",New
TOE-9-006,TOEIC Core,Inventory,Word,Basic,liability,,noun,nghĩa tiếng Việt của 'liability' trong chủ đề Inventory,A TOEIC workplace term commonly used in inventory contexts.,,liability document; liability process; liability requirement,The company reviewed the liability before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'liability' in a short answer about inventory.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, inventory",New
TOE-9-007,TOEIC Core,Inventory,Word,Basic,reflect,,noun,nghĩa tiếng Việt của 'reflect' trong chủ đề Inventory,A TOEIC workplace term commonly used in inventory contexts.,,reflect document; reflect process; reflect requirement,The company reviewed the reflect before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'reflect' in a short answer about inventory.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, inventory",New
TOE-9-008,TOEIC Core,Inventory,Word,Basic,run,,noun,nghĩa tiếng Việt của 'run' trong chủ đề Inventory,A TOEIC workplace term commonly used in inventory contexts.,,run document; run process; run requirement,The company reviewed the run before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'run' in a short answer about inventory.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, inventory",New
TOE-9-009,TOEIC Core,Inventory,Word,Basic,scan,,noun,nghĩa tiếng Việt của 'scan' trong chủ đề Inventory,A TOEIC workplace term commonly used in inventory contexts.,,scan document; scan process; scan requirement,The company reviewed the scan before making a decision.,This word is useful for TOEIC Reading and workplace communication.,Use 'scan' in a short answer about inventory.,Do not translate word by word. Use it in a full phrase or sentence.,"Listen to TTS, record your voice, then compare transcript and final sounds.","toeic, inventory",New
